  Name  nsuef,Email Addresshbjjb , Password 12582,Salt %^bh ,Date of Birth   ,Street Name  9x9x ,Parish   hbjjb, Zip   12582,Country  %^bh,Account Branch   ,Loyalty Pointsnsuef ,Gender  ,Contact Number  (raw) ,Signup Date 2018 ,Total Purchases  
D’Andre Baptiste,DAndre.Baptiste@KKHAIREMPORIUM.COM,u!m1@MEA,0b8b5512ad3737f8,1986/11/14,Bamboo Crescent #286,Vieux Fort,LC04 101,St. Lucia,Vieux Fort,1652,Prefer not to say,7119918081213524,2018/11/02,111
Tyrone van der Kringle,Tyrone.Kringle@MAIL.KKHAIR.NET,RK#vkIV1UFt^,74dddeb0e4022aac,1969/09/28,Harbour View #19,St. Philip,BB17001,Barbados,Oistins,1894,Non-binary,6845504892,2018/07/02,113
Kofi Pérez,Kofi.Prez@mail.kkhair.net,e&QXq%,9629a500879d31b8,1986-10-20,Bamboo Crescent #64,St. John Figtree,KN0101,St. Kitts & Nevis,Sandy Point,11107,Male,(998) 9354492683158,2018/01/09,18
 Anaïs Best  ,ANAS.BEST@mail.kkhair.net,%YH@24!1us#q,e436ef15b3d33b91,1965/07/25 ,Queen's Road #156,Chaguanas,00000,Trinidad & Tobago,Port of Spain,19320,Prefer not to say,+1 (868) 443270,2017/12/15,5
Latoya Ramdeen,Latoya.Ramdeen@kandk-hair.co,55tPl0XDYR*f,e8250932616f0350,1973/06,Sugar Cane Way #297,Diego Martin,TT9741,Trinidad & Tobago,San Fernando,13166,Female,+1 (868) 0562608564,2016/07/22,36
Aaliyah Lewis,Aaliyah.Lewis@kkhairemporium.com,hMXmOs,a8c31677fc381aZZ,1991/07/23,Bay Street #10,St. Catherine,18,Jamaica,Kingston,18176,Male,(967) 18325,2016-12-10,68
 Sofía Charles  ,Sofa.Charles@loyalty.kkhair.com,9IGWSB,915292c348d6aa8e,1983/11/09 ,Mango Tree Drive #169,Port of Spain,TT1033,Trinidad & Tobago,San Fernando,140,Female,268-7681-18071,2018-02-09,45
Aaliyah  García,Aaliyah.Garca@kandk-hair.co,JTylMC,fb18f606c38f5652,1960-11-01,Bay Street #292,San Fernando,00000,Trinidad & Tobago,Chaguanas,757,Non-binary,(870) 605664187,2018-11-25,113
Andre Lewis,ANDRE.LEWIS@loyalty.kkhair.com,C2jFzv,230fd0a873f7a1a7,1994/05/05,Seaview Terrace #229,Manchester,04,Jamaica,Kingston,12366,Non-binary,+1 (876) 1207049611080466,2018/04/21,76
Shanice Greenidge,Shanice.Greenidge@loyalty.kkhair.com,6%Q ynn,2648bdfe5741149d,1987/2/4,Bay Street #278,St. Peter Basseterre,3415,St. Kitts & Nevis,Sandy Point,19769,Non-binary,+ 50892038  ,2016/04/21,25
 Chloë Núñez  ,Chlo.Nez@mail.kkhair.net,QM1Qun6f@CaCD7BE,ac6c50b02b0349e6,1987-04-16,Palm Grove #102,St. Andrew,10,Jamaica,Montego Bay,23554,Male,+1 (876) 83230241,2016/10/08,100
Sade Núñez,Sade.Nez@kandk-hair.co,3ipsqyy&WVO2Ffy&,4a7184f62f25cbfe,1988/07/17,Mango Tree Drive #254,St. Thomas,45171,Barbados,Oistins,19135,Female,337-3634,2018/02/11,119
Tanesha Charles,Tanesha.Charles@domain_with_space.kandk-hair.co,R25730V@OIWdw4DH,b29287332b16a6a8,1979/08,Coral Ridge #71,Dennery,LC12 301,St. Lucia,Castries,9813,Non-binary,+ 5669078263337389  ,2018-08-17,59
D’Andre Forde,DAndre.Forde@kandk-hair.co,VrqNb@,ba7ddc9a0144acc6,1960/09/18,Hibiscus Lane #244,Castries,6387,St. Lucia,Vieux Fort,9982,Female,+1 (758) 1820970,2016/05,49
Rohan Campbell,ROHAN.CAMPBELL@kkhairemporium.com,Yuoq&19iXAqA,f596e8604e2c7afe,1958/07/04,Coconut Walk #234,Vieux Fort,5873,St. Lucia,Vieux Fort,5738,Prefer not to say,+1 (758) 2967629,2016/03/30,111
Tanesha Hernández,Tanesha.Hernndez@kandk-hair.co,pVjn#P05vGA#f7dj,ecac6c10834aefe2,1976/09/26,Mango Tree Drive #72,St. James,09,Jamaica,Kingston,19889,Female,4186210,2016/11/10,22
José Morris,Jos.Morris.831@kkhairemporium.com,agWzFV,620d00a6273551d3,1983/12/13,Hibiscus Lane #107,Manchester,13,Jamaica,Kingston,7005,Female,(520) 65063,2016/05/15,35
Kareem Morris Campbell,Kareem.Campbell@KANDK-HAIR.CO,XrQwO9iQc5,7070397d7214bf96,1973/05/03,Hibiscus Lane #228,St. Thomas Lowland,KN0503,St. Kitts & Nevis,Sandy Point,21089,Female,+ 64035533803  ,2017/03/31,48
 Sade Browne  ,Sade.Browne_54@#.KANDK-HAIR.CO,AE#k27Nv,7d5799e68f2bcc5f,2000/05/01,Harbour View #80,St. John Figtree,1324,St. Kitts & Nevis,Sandy Point,2727,Non-binary,(828) 24674746,2018/09/11,17
 Rohan Williams  ,Rohan.Williams@loyalty.kkhair.com,VX!Nj0epXuy3,bfb1cd77f1b048e4,2006/11/20,Cedar Park #83,Port of Spain,TT2512,Trinidad & Tobago,Chaguanas,12594,Prefer not to say,(918) 362644886,2018-04-22,118
Jamal van der Kringle,Jamal.Kringle@kandk-hair.co,av!ami1^1K,55b546f53e656156,1991/09/04,Bay Street #56,St. Peter,BB17001,Barbados,Bridgetown,9605,Female,+1 (246) 1415093771,2017-06-28,0
D’Andre  Morris,DAndre.Morris@#.loyalty.kkhair.com,2RVROEUZWh,a30ec40387befd60,1983-11-27,Queen's Road #24,St. Thomas Lowland,KN0302,St. Kitts & Nevis,Charlestown,15877,Prefer not to say,+ 915671649328  ,2018/10/30,63
Dwayne García,Dwayne.Garca-978@kkhairemporium.com,Bvln3duP,878f34f2a72accd7,1965/5/18,Sunset Blvd #46,St. James,BB17001,Barbados,Oistins,3804,Non-binary,(569) 0409,2018/03,40
D’Andre De la Cruz,DAndre.Cruz@kkhairemporium.com,,,,,,,,,,,,,
Jermaine van der Kringle,JERMAINE.KRINGLE@kandk-hair.co,bUnsW2vh,f513ad4c7137cf95,1988/09/04,Bamboo Crescent #46,Soufrière,LC12 301,St. Lucia,Vieux Fort,21403,Prefer not to say,+1 (758) 01111783,2018/09/09,95
D’Andre Ramdeen,DANDRE.RAMDEEN@KANDK-HAIR.CO,xZcY&^!i%&pApxxa,a31465281239b5d0,1959/02/21,Market Street #151,St. Philip,80005,Barbados,Bridgetown,18909,Prefer not to say,+1 (246) 585988310303,2017/03,77
Rohan Ramdeen,Rohan.Ramdeen-267@mail.kkhair.net,kG2s&AjIyV$u,4adc072833d2a2ba,1968/02/16,Hibiscus Lane #141,St. George Basseterre,2604,St. Kitts & Nevis,Basseterre,12407,Female,+1 (869) 1284971859484910,2018/03/08,103
Rashida Singh,Rashida.Singh@KANDK-HAIR.CO,IgVF16x4T7#KJ2%D,29da222725129f0d,1967/03/29,Market Street #273,St. George Basseterre,KN0101,St. Kitts & Nevis,Charlestown,6231,Female,+1 (869) 685389097283,2018-01-21,65
Andre Best,Andre.Best@kandk-hair.co,LM9 LHB,c691ef1b0ea9b30b,1971/09/14,Palm Grove #52,Soufrière,LC10 201,St. Lucia,Castries,17337,Male,170-2437-654,2017/01/08,34
Jermaine De la Cruz,Jermaine.Cruz@loyalty.kkhair.com,yKfrY1,156f83dff4acc433,1966/04,Market Street #7,St. Peter,BB17001,Barbados,Bridgetown,22226,Non-binary,9067447163,2018/11/13,35
Noël Lewis,Nol.Lewis.802@kkhairemporium.com,ytDpqZeJ,4d0621cd977adf1d,1982-04-19,Queen's Road #144,St. James,BB17001,Barbados,Warrens,1558,Male,005-347,2016/07/25,32
  Kareem  Brathwaite    ,Kareem.Brathwaite@kandk-hair.co,^VE JAXlnqp,66e32a9f64146d8b,1995/03/27,Sunset Blvd #224,Port of Spain,TT7864,Trinidad & Tobago,Chaguanas,716,Male,+ 42409036788  ,2016/12/04,65
Rashida Dottin,Rashida.Dottin.224@kkhairemporium.com,#^HMCLIpvCf&,1484817630bba284,1981/6/16,Palm Grove #6,Chaguanas,00000,Trinidad & Tobago,San Fernando,512,Female,+1 (868) 649837354396,2017-04-19,55
Tyrone Hernández,TYRONE.HERNNDEZ@ kandk-hair.co,KcNuwYyi,d7ec3403cc030147,1979-01-05,Seaview Terrace #7,Castries,LC12 301,St. Lucia,Vieux Fort,2784,Male,+1 (758) 7972457,2016/04/24,34
Jamal Clarke,JAMAL.CLARKE@mail.kkhair.net,D2XsTK,c3f53739b2a3b214,2002/08/04 ,Independence Ave #218,St. Peter Basseterre,KN0503,St. Kitts & Nevis,Sandy Point,3405,Non-binary,5410225267,2018-09-06,14
 Kirsten O'Connor  ,Kirsten.OConnor-362@loyalty.kkhair.com,QrFX1@&&@&&D,d727b060bf431bb4,1967/12/07,Market Street #216,St. Peter Basseterre,KN0302,St. Kitts & Nevis,Basseterre,24477,Male,260650,2016/05/31,76
 Shanice Williams  ,SHANICE.WILLIAMS@mail.kkhair.net,^M80R4bK,11550cde897d582c,1966/03/24,Harbour View #29,St. Andrew,13,Jamaica,Spanish Town,15349,Prefer not to say,+1 (876) 66205634,2016/06/08,99
Shanice Campbell,SHANICE.CAMPBELL@loyalty.kkhair.com,EIk f9f,290b9c6acb43ad%^,1997/10/15,Cedar Park #20,Vieux Fort,LC10 201,St. Lucia,Vieux Fort,15175,Female,133-2288-98572,2018/01/07,120
Andre Hernández,Andre.Hernndez@kkhairemporium.com,mbsNl@m6OvLu,bb225e8f8e43f1b9,1966/07/28,Market Street #161,Chaguanas,TT7769,Trinidad & Tobago,San Fernando,8612,Female,+ 03802146296  ,2017/04/01,59
Kareem Greenidge,Kareem.Greenidge_750@kkhairemporium.com,zZQ iOR!B8oJ6,4f46a1c1bdf6160d,1970-10-19,Sunset Blvd #141,St. Thomas,BB23026,Barbados,Oistins,14792,Prefer not to say,+ 34201654235  ,2018/09/13,88
José Best,Jos.Best.204@kkhairemporium.com,PObt6s@O,d80e4e3166d5c6b6,2006/10/01,Queen's Road #187,Kingston,10,Jamaica,Spanish Town,16355,Prefer not to say,655-8685-127,2016/12/28,20
Kirsten Alleyne,Kirsten.Alleyne@kkhairemporium.com,lc0n@*,e19d67ec36f3be%^,1975/02/02,Coconut Walk #136,St. Thomas Lowland,KN0302,St. Kitts & Nevis,Basseterre,13584,Female,025-895,2018/05/30,50
 Kofi van der Kringle  ,Kofi.Kringle@mail.kkhair.net,%u3Dmq#pYH,5a6220d0402c04eb,1974/11/23,Market Street #126,Clarendon,13,Jamaica,Montego Bay,2718,Male,+1 (876) 091179112442,2018-10-09,116
 Tia Johnson  ,TIA.JOHNSON@kkhairemporium.com,5uxMbwepRS,058360046b360a47,1966/5/10,Mango Tree Drive #103,Kingston,82285,Jamaica,Montego Bay,24418,Prefer not to say,+ 8634234619  ,2017/09/30,26
Kirsten Hernández,Kirsten.Hernndez@kkhairemporium.com,TVi5ve$G0L^TYdox,d5b726bb4a30a0a6,1983/11/06,Market Street #34,Diego Martin,TT4476,Trinidad & Tobago,Port of Spain,3372,Non-binary,+1 (868) 919665533077,2017/07/16,15
Aaliyah Singh,Aaliyah.Singh@kkhairemporium.com,e&^fRci8m1MJ,bc2af1c9ef3b3071,1967-06-13,Queen's Road #224,San Fernando,00000,Trinidad & Tobago,Chaguanas,12087,Female,040104145964,2016/10/09,15
Sade Jean-Baptiste,Sade.Jean-Baptiste@mail.kkhair.net,9!JP9ClH,2b7622f1606ec6f3,2002/05/03,Queen's Road #160,Clarendon,15,Jamaica,Spanish Town,3462,Male,+1 (876) 5679836,2017/07/23,87
Noël Ramdeen,NOL.RAMDEEN@kandk-hair.co,d8^5THpkT3,cda1e8b31cd696c5,2002/07/05,Market Street #222,Castries,LC10 201,St. Lucia,Castries,7195,Female,+1 (758) 094318,2017/04,89
Tia Alleyne,TIA.ALLEYNE@kandk-hair.co,Kamx#9NEvO,55ae40fda058250b,1955/02/02,Hibiscus Lane #242,Port of Spain,TT1284,Trinidad & Tobago,Chaguanas,9524,Male,822-1145-7758,2018/09/23,58
Anaïs Holder,ANAS.HOLDER@mail.kkhair.net,s0C sT@,db626c38e58bacd8,1958/09/08,Sugar Cane Way #176,St. Peter,BB14000,Barbados,Warrens,14910,Non-binary,10727284,2016/11/29,36
D’Andre Grant Morris,DAndre.Morris@#.kkhairemporium.com,gGrSK#,42846d2971fb7cdc,1963/10/21,Bay Street #155,St. George,BB17001,Barbados,Oistins,14280,Non-binary,923-4268-344149782,2018/06/13,67
José Brathwaite,Jos.Brathwaite@mail.kkhair.net,d1lrMF,b491c4c0ee12183a,1981/01/25,Sugar Cane Way #170,Port of Spain,TT9369,Trinidad & Tobago,Chaguanas,1737,Male,28723244079,2016/08/22,19
Mikaël Johnson,MIKAL.JOHNSON.455@MAIL.KKHAIR.NET,9xE*H4p3scxs,756ff993fb8cc3ed,1968-04-17,Mango Tree Drive #62,St. Paul Charlestown,KN0101,St. Kitts & Nevis,Charlestown,9920,Female,+ 970527740258  ,2018/10/27,115
Tia Joseph De la Cruz,Tia.Cruz@kandk-hair.co,Yi9W8x#^Hq,bc2105733ffa7735,1989/06/16,Harbour View #33,St. George Basseterre,KN0101,St. Kitts & Nevis,Basseterre,24573,Female,(590) 2517629,2017/02/04,56
Marlon Thompson,Marlon.Thompson@kkhairemporium.com,AeraU0,2a5f66fbb42edc22,2001/5/28,Sunset Blvd #256,Gros Islet,LC12 301,St. Lucia,Castries,7340,Non-binary,+1 (758) 4651241893898469,2016/08/15,119
Chloë Clarke Greenidge,Chlo.Greenidge.837@loyalty.kkhair.com,E@jeSj,2f48131f7bdf97ZZ,2002/12/04,Harbour View #10,Micoud,LC04 101,St. Lucia,Gros Islet,12361,Male,682-1719-553,2016/04/28,11
Shanice Campbell,Shanice.Campbell@KKHAIREMPORIUM.COM,hjhq4xKf,794cf32286fb7e9b,1981/04/04,Hibiscus Lane #270,St. Thomas Lowland,KN0101,St. Kitts & Nevis,Basseterre,11358,Prefer not to say,974-1328-34831,2016/10/17,30
Chloë Dottin,Chlo.Dottin-603@mail.kkhair.net,JX@cWX,76c5d191b0a860ad,1960/02/15,Market Street #199,Couva-Tabaquite-Talparo,TT5709,Trinidad & Tobago,San Fernando,13888,Non-binary,+1 (868) 6732044,2017-05-26,37
Devon Alleyne Lewis,DEVON.LEWIS@kkhairemporium.com,Hw47c4b7eT,6d128a2e5888f475,1959/06,Seaview Terrace #20,Gros Islet,9302,St. Lucia,Vieux Fort,10398,Female,+1 (758) 30440580935,2018/11/04,65
Marlon Thompson,Marlon.Thompson@MAIL.KKHAIR.NET,UQ0V8LduVf,4036ab6c14c227d3,2002/05/07,Coral Ridge #242,St. Philip,78740,Barbados,Warrens,8820,Male,(943) 5353751376515,2016/06,83
Kofi Campbell,Kofi.Campbell@kandk-hair.co,rHKROpk01#s@,65e053d8f341d052,2002/06/27,Bay Street #217,Chaguanas,TT7591,Trinidad & Tobago,Chaguanas,7911,Non-binary,+ 559991  ,2016/04/02,117
Jermaine Núñez,Jermaine.Nez@mail.kkhair.net,$ktaV6WP4w$JmDM@,d9aca5416d8a3b95,1979/07/27,Hibiscus Lane #87,Vieux Fort,LC04 101,St. Lucia,Castries,21837,Non-binary,+ 1388209  ,2017/02/03,106
Kareem Thompson,Kareem.Thompson@kandk-hair.co,p43@Hl,83b272a5a8e2a1d3,2001/10/7,Cedar Park #286,St. Philip,BB14000,Barbados,Oistins,20554,Female,+1 (246) 2963347,2017-01-18,36
Rohan van der Kringle,Rohan.Kringle@kkhairemporium.com,Awe1HWES9^xMDL!!,cbf93739dea7d35e,1965/03/09 ,Harbour View #66,St. Ann,74117,Jamaica,Spanish Town,7695,Female,48360854,2018/04/22,56
Tia Lewis,Tia.Lewis@kkhairemporium.com,v&AoQq*ccWlQTig%,65c795bad670103c,1958/10,Coconut Walk #13,San Fernando,00000,Trinidad & Tobago,San Fernando,24573,Female,+ 6624111860089219  ,2017-02-01,109
D’Andre Brathwaite,DAndre.Brathwaite@kkhairemporium.com,WL2lC0J9K&#F,fcb3e70c7ebf39a4,1962-07-03,Independence Ave #107,Soufrière,LC04 101,St. Lucia,Castries,13211,Prefer not to say,93074645205,2018/04,34
Jéssica Charles,Jssica.Charles@loyalty.kkhair.com,kn2jWqbu%pvz4oe2,f4dc093d98ab5496,1988/04/22,Coconut Walk #242,St. James,07,Jamaica,Kingston,17182,Prefer not to say,+ 562271  ,2016/01/12,24
José Johnson,JOS.JOHNSON@kandk-hair.co,SbyJK2NV,c86243685834ca8f,1955/03/29,Hibiscus Lane #47,St. Ann,20,Jamaica,Kingston,15580,Female,102-8767-5,2016/08/28,50
Jéssica Alleyne,Jssica.Alleyne@kkhairemporium.com,Js34!Gp3,50bebd66cb506e%^,1984-06-19,Queen's Road #130,Arima,00000,Trinidad & Tobago,Chaguanas,9009,Prefer not to say,+1 (868) 0440907977,2016/07/31,3
Mikaël St. Clair,MIKAL.CLAIR-855@kkhairemporium.com,Om*Jyc,a5b0cd1264825e18,2000/05/07,Seaview Terrace #2,St. Thomas Lowland,KN0503,St. Kitts & Nevis,Basseterre,11188,Prefer not to say,19711121259,2016-02-11,100
 Rohan van der Kringle  ,Rohan.Kringle@kandk-hair.co,gWKwJrO0Cy,6598e82fbbbe51c4,1973/11/24,Harbour View #178,St. Philip,BB23026,Barbados,Bridgetown,11212,Non-binary,+1 (246) 834374,2016/08/24,80
Latoya Williams,Latoya.Williams@KKHAIREMPORIUM.COM,bu18QRmxTN,50eedcf78bafc917,2000-06-25,Harbour View #138,Manchester,13,Jamaica,Kingston,16783,Male,+ 98392250  ,2017-09-25,18
 Jermaine Alleyne  ,Jermaine.Alleyne@loyalty.kkhair.com,3lFtVa9u,fc6fce73c4a4ca9d,2002-12-01,Mango Tree Drive #14,Gros Islet,LC10 201,St. Lucia,Gros Islet,11871,Non-binary,099-6132-7303,2016/07/09,83
Kirsten Williams,Kirsten.Williams-184kandk-hair.co,7kSmZb,4ce0fcd19d83ebfa,1987-09-25,Independence Ave #218,Manchester,13,Jamaica,Kingston,227,Non-binary,+ 943897607401  ,2018/07/31,113
Renée Holder,RENE.HOLDER@loyalty.kkhair.com,5PMeoT,c752344fd8be7e12,1958-06-08,Sugar Cane Way #52,St. John Figtree,KN0101,St. Kitts & Nevis,Sandy Point,20864,Non-binary,+ 6024161394  ,2018/11/18,101
José Pérez Ramdeen,Jos.Ramdeen@kandk-hair.co,ZxKIa0Ac1qJI7OmC,a729edacf0aaabe4,1999/10,Sugar Cane Way #88,Clarendon,43514,Jamaica,Kingston,21649,Female,+1 (876) 785138544577,2016/12/07,72
Kirsten Dottin-Grant,Kirsten.Dottin-Grant@kandk-hair.co,mYBBoL,5cdb6d8ab3ac7cfe,1995/04,Cedar Park #91,Diego Martin,TT1054,Trinidad & Tobago,San Fernando,24999,Prefer not to say,216966630932,2018/10,76
Zoë Best,Zo.Best@mail.kkhair.net,X$yu6V,75f6a49206ee7e75,1999/11/17,Bamboo Crescent #170,St. Peter Basseterre,5011,St. Kitts & Nevis,Charlestown,2288,Female,068761648198,2018/06/17,92
Dwayne Pérez,Dwayne.Prez@MAIL.KKHAIR.NET,HovU0RsF,683a2ef78a9eae88,1967-07-25,Coconut Walk #14,Christ Church,BB23026,Barbados,Oistins,9542,Non-binary,294-7742-22946,2017/04/11,27
Dwayne Williams,Dwayne.Williams@mail.kkhair.net,t#O%VW!v^9,c02a79674836bfe0,2002/01/08,Sugar Cane Way #104,St. Thomas Lowland,1538,St. Kitts & Nevis,Charlestown,3238,Non-binary,+1 (869) 14888107983,2017/01/09,83
Marlon St. Clair,MARLON.CLAIR@loyalty.kkhair.com,q%MhAD,fe31a26f3e2f636f,1955/11/11,Cedar Park #58,Clarendon,15,Jamaica,Spanish Town,20805,Prefer not to say,469-472,2018/09/16,82
Tanesha Jean-Baptiste,TANESHA.JEAN-BAPTISTE@mail.kkhair.net,!aO$8@uw,d93ea5637699af39,1973/11/12,Independence Ave #166,Gros Islet,4144,St. Lucia,Castries,5175,Male,+ 87964347  ,2017/09/13,39
Zoë Holder,ZO.HOLDER@mail.kkhair.net,0Tr6Jc,6689b0adca66e832,1984/03/14,Sugar Cane Way #241,Castries,7390,St. Lucia,Castries,9179,Prefer not to say,105-485,2017/08/05,17
Sade Dottin,Sade.Dottin@kandk-hair.co,*H^LcriOU5,65ae7eba688043dd,1998/08/19,Cedar Park #271,St. Michael,BB23026,Barbados,Bridgetown,18537,Prefer not to say,858-749,2016-05-17,72
Rashida Dottin,Rashida.Dottin@mail.kkhair.net,3J75tQ,aed0c90c007ad487,1984/04/20,Seaview Terrace #103,St. Peter,BB23026,Barbados,Oistins,18902,Male,2342108,2016-03-21,69
Keisha Brathwaite,Keisha.Brathwaite@kandk-hair.co,Tdr4pWd4,6c1eec66c3253563,1987/02/25,Queen's Road #213,Gros Islet,LC04 101,St. Lucia,Vieux Fort,11791,Prefer not to say,+ 81700666  ,2016/07/23,39
Kirsten Jean-Baptiste,Kirsten.Jean-Baptiste@MAIL.KKHAIR.NET,PfsFwbq%tr,1169bd5d5545b350,1982/06/17,Queen's Road #136,St. George,BB14000,Barbados,Bridgetown,10865,Female,+1 (246) 0260869822,2017/12,11
Keisha Johnson,KEISHA.JOHNSON@mail.kkhair.net,N88GqP,b3ff64744723c937,1971/07/25,Coconut Walk #169,Couva-Tabaquite-Talparo,TT9518,Trinidad & Tobago,Chaguanas,8740,Male,+ 65290603  ,2016/01/30,4
Aaliyah Alleyne,Aaliyah.Alleyne@@mail.kkhair.net,H*4pJ$RRxGR!6mR%,bd0437e3394b9ed2,2000/04,Cedar Park #262,St. Andrew,05,Jamaica,Kingston,6510,Non-binary,+1 (876) 92988085838,2016/11/21,21
Marlon García,Marlon.Garca@mail.kkhair.net,LX%187PrMajG,9621d44f57c5dc67,1961/04,Coconut Walk #72,St. John Figtree,KN0302,St. Kitts & Nevis,Basseterre,14528,Male,450-1848-19737,2016/09/12,78
Tyrone Forde,Tyrone.Forde@kkhairemporium.com,72v!LC,2b7fdd13888ad8__,1998/07,Mango Tree Drive #114,Arima,00000,Trinidad & Tobago,Chaguanas,15986,Prefer not to say,860-9191-9113,2018-05-13,91
Kareem van der Kringle,Kareem.Kringle@mail.kkhair.net,dBxdQmL0d6GT,bb78e1ae856acb5f,1984/12/10 ,Market Street #117,St. James,BB14000,Barbados,Oistins,2963,Prefer not to say,972-6347-5,2018/06,96
Aaliyah Brathwaite-Thompson,Aaliyah.Brathwaite-Thompson@kandk-hair.co,llZHsR&T,c392a7e17480f777,1994/07/04,Hibiscus Lane #75,Kingston,10,Jamaica,Spanish Town,15835,Prefer not to say,+ 8893628969  ,2018-03-03,90
D’Andre Pérez,DAndre.Prez@LOYALTY.KKHAIR.COM,PF&qm#8&,7b7e81eefd250e1b,1968-04-07,Queen's Road #34,Dennery,LC12 301,St. Lucia,Vieux Fort,903,Prefer not to say,+ 2637484539  ,2018/11,18
 Renée Ramdeen  ,Rene.Ramdeen@ loyalty.kkhair.com,i^0uyF,550f3a23ccdcf4a5,1986/11,Harbour View #130,St. John Figtree,KN0302,St. Kitts & Nevis,Sandy Point,13153,Male,+1 (869) 5157184,2016/05,7
Jamal Browne Charles,Jamal.Charles@#.loyalty.kkhair.com,@x&BSmtV,e54e013993b553f6,1985/04/08,Bay Street #281,Soufrière,LC04 101,St. Lucia,Vieux Fort,18168,Female,352-3736-0,2018-09-10,116
Jamal Jean-Baptiste,Jamal.Jean-Baptiste@mail.kkhair.net,Pr5zL2Z3Wk,f3afc9f9116295a1,1959/03/27,Harbour View #97,St. Thomas Lowland,KN0101,St. Kitts & Nevis,Charlestown,14214,Male,+1 (869) 50317235137,2016/02/01,48
Mikaël St. Clair,Mikal.Clair@loyalty.kkhair.com,VZftsFH2,968d0ddc86f80c1e,1975-01-02,Sunset Blvd #60,St. Andrew,16,Jamaica,Spanish Town,10727,Male,+ 464844941163  ,2018/10/16,66
Latoya Baptiste,LATOYA.BAPTISTE.826@kkhairemporium.com,s4f#yAOfbtRG,be61cc492756aeZZ,2002/6/2,Independence Ave #74,St. George,BB14000,Barbados,Bridgetown,22438,Female,8809255021,2016/01/13,72
Anaïs Alleyne,ANAS.ALLEYNE@kkhairemporium.com,XKX5E!GS69t6,b7495c85b0d941ed,2003/07/31,Harbour View #65,St. Peter,BB23026,Barbados,Bridgetown,13297,Prefer not to say,7776755562,2017/02/25,91
Devon Thompson,Devon.Thompson@mail.kkhair.net,VNBYs8n*5M0g,a5cd5e06c584c64d,1977/01/16,Independence Ave #250,St. Catherine,20,Jamaica,Spanish Town,3180,Female,+ 000515  ,2017/12/31,19
Dwayne García-Singh,Dwayne.Garca-Singh@KANDK-HAIR.CO,utu1p&0u8JFos4mf,cfcf50be5e0fbaZZ,1981/12/03,Bay Street #77,Kingston,93128,Jamaica,Montego Bay,23311,Female,+ 97099625  ,2017/01/28,66
 Latoya Brathwaite  ,Latoya.Brathwaite@mail.kkhair.net,6kQeqbcMWz,cc18cabdda4b86f9,1995/05/12,Sunset Blvd #164,St. Peter,BB14000,Barbados,Bridgetown,4211,Female,+ 1251293  ,2016/06/03,1
Noël Núñez,Nol.Nez@mail.kkhair.net,phrzkx,20d7612ca6f6f5f9,1960/06/30,Market Street #4,Castries,LC10 201,St. Lucia,Gros Islet,4715,Male,(113) 253269496,2017/08/07,32
Zoë Campbell,ZO.CAMPBELL@@KANDK-HAIR.CO,h3k5blOUiH,aebfbf9fa6751bde,1984/02/06,Cedar Park #207,Soufrière,8608,St. Lucia,Castries,4655,Prefer not to say,+1 (758) 0256265062,2017/01/11,2
Latoya Williams,LATOYA.WILLIAMS.285@kandk-hair.co,33u!hTniP9Ls,f6df095a9d349ab4,1997-06-25,Mango Tree Drive #190,Diego Martin,42258,Trinidad & Tobago,Chaguanas,7649,Non-binary,748595325939,2017/05/25,60
Sade Joseph,Sade.Joseph@mail.kkhair.net,i5XyJsUh8F,0abf48afa6639169,1988/09/25,Cedar Park #6,St. James,BB17001,Barbados,Bridgetown,9702,Female,615727,2016/11/17,97
Jamal Núñez,Jamal.Nez@kandk-hair.co,pgP9Vs,c0dac5a19a114f22,1964/03/04,Sugar Cane Way #121,Castries,LC12 301,St. Lucia,Gros Islet,2659,Prefer not to say,17680866,2016-07-02,57
Jamal Dottin,JAMAL.DOTTIN@kkhairemporium.com,9ffCDtr#,cc09f0d216167f0b,1988/01/10,Cedar Park #85,St. James,07,Jamaica,Spanish Town,24387,Non-binary,858-6239-4,2017/10,50
Chloë Grant,CHLO.GRANT@MAIL.KKHAIR.NET,nAzMBMU7gDGB,9065a6fcaec5ff97,1964/08/15,Cedar Park #16,St. George,BB14000,Barbados,Warrens,0,Non-binary,+1 (246) 6921053365,2018/05/05,38
Mikaël Johnson,MIKAL.JOHNSON@kandk-hair.co,8wbolE,880f2462cc01fded,1956/03/10,Palm Grove #33,St. Peter,BB23026,Barbados,Oistins,15701,Male,+1 (246) 4043370096873045,2018/01/22,60
Aaliyah Holder,Aaliyah.Holder.655@loyalty.kkhair.com,7SLs@*0U3l,4abee51a4a546c2d,1999/12/25,Market Street #54,St. Paul Charlestown,KN0503,St. Kitts & Nevis,Charlestown,21778,Male,357-1558-68639,2018/04/15,13
Chloë van der Kringle,Chlo.Kringle_915@kkhairemporium.com,EZMA*mydcd,65228e3dbc09acb6,1997/12/03,Coral Ridge #22,Clarendon,14131,Jamaica,Montego Bay,11517,Female,+ 76816995  ,2018/10,48
Latoya Dottin,Latoya.Dottin.851@kkhairemporium.com,8eP N5B0m,40e25e8c183f5e__,1984/09/24,Seaview Terrace #80,St. Peter,BB17001,Barbados,Warrens,15933,Male,+1 (246) 626042,2018/10/07,56
